"","ETH.group","year","sex","births"
"1395","BLC","2027","F",3217.21847383089
"1396","CHI","2027","F",4119.07227866131
"1397","IND","2027","F",15322.7374087571
"1398","MIX","2027","F",23445.0050947256
"1399","OAS","2027","F",9227.86500923336
"1400","OBL","2027","F",2699.69417514474
"1401","OTH","2027","F",3335.93687611559
"1402","PAK","2027","F",22576.1970027072
"1403","WBI","2027","F",231506.345338579
"1404","WHO","2027","F",19705.1265205135
"1405","BAN","2028","F",8659.87911040175
"1406","BLA","2028","F",15281.4685037209
"1407","BLC","2028","F",3231.87157280066
"1408","CHI","2028","F",4091.65501755066
"1409","IND","2028","F",15453.4513553257
"1410","MIX","2028","F",23772.3257246839
"1411","OAS","2028","F",9380.7806419433
"1412","OBL","2028","F",2762.37871636257
"1413","OTH","2028","F",3391.23695941853
"1414","PAK","2028","F",23068.6878880733
"1415","WBI","2028","F",230974.616304649
"1416","WHO","2028","F",19880.8170006595
"1417","BAN","2029","F",8799.80912460762
"1418","BLA","2029","F",15574.1409838413
"1419","BLC","2029","F",3245.33412597802
"1420","CHI","2029","F",4057.4010099263
"1421","IND","2029","F",15600.0040366572
"1422","MIX","2029","F",24099.6021514846
"1423","OAS","2029","F",9528.61932476444
"1424","OBL","2029","F",2820.39536543229
"1425","OTH","2029","F",3441.90125945231
"1426","PAK","2029","F",23567.3817025432
"1427","WBI","2029","F",230597.048630162
"1428","WHO","2029","F",20042.5154835863
"1429","BAN","2030","F",8937.70199303409
"1430","BLA","2030","F",15851.3127361286
"1431","BLC","2030","F",3258.2251734635
"1432","CHI","2030","F",4017.87189890689
"1433","IND","2030","F",15764.3522524768
"1434","MIX","2030","F",24423.5088418951
"1435","OAS","2030","F",9671.15618384
"1436","OBL","2030","F",2872.6612226782
"1437","OTH","2030","F",3486.51154102696
"1438","PAK","2030","F",24077.4179789026
"1439","WBI","2030","F",230379.650217161
"1440","WHO","2030","F",20189.813027207
"1441","BAN","2031","F",9071.50300510688
"1442","BLA","2031","F",16108.4543858899
"1443","BLC","2031","F",3269.70598970476
"1444","CHI","2031","F",3974.04749085784
"1445","IND","2031","F",15942.7303061352
"1446","MIX","2031","F",24732.8129366607
"1447","OAS","2031","F",9804.81718097087
"1448","OBL","2031","F",2917.29224335702
"1449","OTH","2031","F",3522.85898729984
"1450","PAK","2031","F",24593.7107269796
"1451","WBI","2031","F",230252.477082953
"1452","WHO","2031","F",20316.8777910997
"1453","BAN","2032","F",9203.86185546705
"1454","BLA","2032","F",16345.8570005164
"1455","BLC","2032","F",3279.95046662393
"1456","CHI","2032","F",3928.6475161296
"1457","IND","2032","F",16138.0761390193
"1458","MIX","2032","F",25027.678937968
"1459","OAS","2032","F",9931.39429445244
"1460","OBL","2032","F",2953.8906918632
"1461","OTH","2032","F",3550.26262307926
"1462","PAK","2032","F",25122.9024246649
"1463","WBI","2032","F",230246.809655164
"1464","WHO","2032","F",20427.9626023856
"1465","BAN","2033","F",9331.13571979799
"1466","BLA","2033","F",16558.7403702569
"1467","BLC","2033","F",3288.3945511917
"1468","CHI","2033","F",3882.68272526159
"1469","IND","2033","F",16343.6539257539
"1470","MIX","2033","F",25296.5008246966
"1471","OAS","2033","F",10047.7446625243
"1472","OBL","2033","F",2981.33398109239
"1473","OTH","2033","F",3566.59553322791
"1474","PAK","2033","F",25657.709748164
"1475","WBI","2033","F",230270.265848601
"1476","WHO","2033","F",20519.110483696
"1477","BAN","2034","F",9452.12577327908
"1478","BLA","2034","F",16748.1577464869
"1479","BLC","2034","F",3294.71803234344
"1480","CHI","2034","F",3837.19008207214
"1481","IND","2034","F",16556.622082803
"1482","MIX","2034","F",25534.7545104884
"1483","OAS","2034","F",10152.6948830346
"1484","OBL","2034","F",2999.65078091454
"1485","OTH","2034","F",3571.33122375495
"1486","PAK","2034","F",26194.5693351866
"1487","WBI","2034","F",230282.014160021
"1488","WHO","2034","F",20591.7718763867
"1489","BAN","2035","F",9569.0853906945
"1490","BLA","2035","F",16917.0709718604
"1491","BLC","2035","F",3299.56975605942
"1492","CHI","2035","F",3793.14739853905
"1493","IND","2035","F",16777.3980975
"1494","MIX","2035","F",25747.5390352582
"1495","OAS","2035","F",10249.0149497194
"1496","OBL","2035","F",3010.00185995547
"1497","OTH","2035","F",3565.93989946377
"1498","PAK","2035","F",26737.9180661067
"1499","WBI","2035","F",230313.130153404
"1500","WHO","2035","F",20652.6713700485
"1501","BAN","2036","F",9680.99782743826
"1502","BLA","2036","F",17066.6470367925
"1503","BLC","2036","F",3303.33509978134
"1504","CHI","2036","F",3750.06075168168
"1505","IND","2036","F",17003.0421572734
"1506","MIX","2036","F",25935.988952492
"1507","OAS","2036","F",10337.5688313408
"1508","OBL","2036","F",3013.24010957996
"1509","OTH","2036","F",3551.78864621247
"1510","PAK","2036","F",27288.734992579
"1511","WBI","2036","F",230349.653761365
"1512","WHO","2036","F",20704.2699932833
"1513","BAN","2037","F",9787.16896129995
"1514","BLA","2037","F",17198.7068392878
"1515","BLC","2037","F",3306.41721942615
"1516","CHI","2037","F",3706.89218426796
"1517","IND","2037","F",17230.4420363314
"1518","MIX","2037","F",26101.9553218759
"1519","OAS","2037","F",10419.1439294541
"1520","OBL","2037","F",3010.78891372452
"1521","OTH","2037","F",3530.09838444608
"1522","PAK","2037","F",27848.3443698011
"1523","WBI","2037","F",230370.513781449
"1524","WHO","2037","F",20746.30971932
"1525","BAN","2038","F",9888.60319598632
"1526","BLA","2038","F",17315.2788584837
"1527","BLC","2038","F",3308.99729332337
"1528","CHI","2038","F",3664.25253508361
"1529","IND","2038","F",17454.5440614168
"1530","MIX","2038","F",26248.8039479543
"1531","OAS","2038","F",10495.0813329894
"1532","OBL","2038","F",3004.24448510898
"1533","OTH","2038","F",3502.45616395931
"1534","PAK","2038","F",28418.6202703351
"1535","WBI","2038","F",230367.757919772
"1536","WHO","2038","F",20777.1774557542
"1537","BAN","2039","F",9985.54355748624
"1538","BLA","2039","F",17416.8350810519
"1539","BLC","2039","F",3311.11823770411
"1540","CHI","2039","F",3623.64404377068
"1541","IND","2039","F",17670.4002647544
"1542","MIX","2039","F",26378.3825320369
"1543","OAS","2039","F",10565.6819813129
"1544","OBL","2039","F",2994.61571572794
"1545","OTH","2039","F",3469.95862116347
"1546","PAK","2039","F",28997.4560097771
"1547","WBI","2039","F",230336.613106554
"1548","WHO","2039","F",20794.6070893758
"1549","BAN","2040","F",10076.6746264825
"1550","BLA","2040","F",17504.9576962381
"1551","BLC","2040","F",3313.04706048858
"1552","CHI","2040","F",3585.49986581648
"1553","IND","2040","F",17874.501188037
"1554","MIX","2040","F",26492.6296643893
"1555","OAS","2040","F",10631.6959371206
"1556","OBL","2040","F",2983.00549715614
"1557","OTH","2040","F",3433.60183046361
"1558","PAK","2040","F",29581.0736999372
"1559","WBI","2040","F",230260.473843129
"1560","WHO","2040","F",20797.4680909298
"1561","BAN","2041","F",10162.3294263848
"1562","BLA","2041","F",17581.0139706623
"1563","BLC","2041","F",3314.93578973248
"1564","CHI","2041","F",3550.09102294324
"1565","IND","2041","F",18064.3553817507
"1566","MIX","2041","F",26595.1083982582
"1567","OAS","2041","F",10694.6495240857
"1568","OBL","2041","F",2970.55732698058
"1569","OTH","2041","F",3394.75671690372
"1570","PAK","2041","F",30168.0839728977
"1571","WBI","2041","F",230143.676698664
"1572","WHO","2041","F",20789.161012546
"1573","BAN","2042","F",10242.3556402939
"1574","BLA","2042","F",17642.4769317778
"1575","BLC","2042","F",3316.9136712299
"1576","CHI","2042","F",3516.14210947088
"1577","IND","2042","F",18238.5958122863
"1578","MIX","2042","F",26688.47506792
"1579","OAS","2042","F",10755.0185719052
"1580","OBL","2042","F",2958.01720546426
"1581","OTH","2042","F",3354.6750856728
"1582","PAK","2042","F",30756.4597959941
"1583","WBI","2042","F",230006.447610923
"1584","WHO","2042","F",20770.6864920685
"1585","BAN","2043","F",10316.4637726442
"1586","BLA","2043","F",17690.5131722779
"1587","BLC","2043","F",3318.88706565037
"1588","CHI","2043","F",3481.77179398657
"1589","IND","2043","F",18396.7249286248
"1590","MIX","2043","F",26775.4744977864
"1591","OAS","2043","F",10813.34596612
"1592","OBL","2043","F",2946.45617827543
"1593","OTH","2043","F",3314.96883160211
"1594","PAK","2043","F",31348.1262867919
"1595","WBI","2043","F",229842.399620299
"1596","WHO","2043","F",20741.4329636433
"1597","BAN","2044","F",10385.0677132954
"1598","BLA","2044","F",17726.8274679088
"1599","BLC","2044","F",3321.10445948919
"1600","CHI","2044","F",3445.77676211951
"1601","IND","2044","F",18538.3093571533
"1602","MIX","2044","F",26856.6107595858
"1603","OAS","2044","F",10869.9928363289
"1604","OBL","2044","F",2936.31948032006
"1605","OTH","2044","F",3275.92421376843
"1606","PAK","2044","F",31945.3523673961
"1607","WBI","2044","F",229641.787069802
"1608","WHO","2044","F",20701.1562556882
"1609","BAN","2045","F",10448.7750684994
"1610","BLA","2045","F",17748.8758656311
"1611","BLC","2045","F",3323.50782054137
"1612","CHI","2045","F",3406.56750920541
"1613","IND","2045","F",18662.7351470098
"1614","MIX","2045","F",26930.9470603459
"1615","OAS","2045","F",10925.0263786259
"1616","OBL","2045","F",2927.39290866071
"1617","OTH","2045","F",3237.3265372861
"1618","PAK","2045","F",32546.829867602
"1619","WBI","2045","F",229398.39146455
"1620","WHO","2045","F",20649.4279556964
"1621","BAN","2046","F",10508.5079481325
"1622","BLA","2046","F",17755.0633674889
"1623","BLC","2046","F",3325.64673685361
"1624","CHI","2046","F",3362.81224909528
"1625","IND","2046","F",18769.7165978373
"1626","MIX","2046","F",26997.9203157184
"1627","OAS","2046","F",10978.090983261
"1628","OBL","2046","F",2919.59173452299
"1629","OTH","2046","F",3199.33942823643
"1630","PAK","2046","F",33151.3954774297
"1631","WBI","2046","F",229104.164409088
"1632","WHO","2046","F",20587.0710932889
"1633","BAN","2047","F",10564.7872988408
"1634","BLA","2047","F",17743.6102788425
"1635","BLC","2047","F",3327.33388676012
"1636","CHI","2047","F",3313.85598270957
"1637","IND","2047","F",18860.2892470211
"1638","MIX","2047","F",27057.9845355667
"1639","OAS","2047","F",11029.1445627701
"1640","OBL","2047","F",2912.70382814934
"1641","OTH","2047","F",3162.11786880697
"1642","PAK","2047","F",33758.5255471296
"1643","WBI","2047","F",228773.501861862
"1644","WHO","2047","F",20515.4478995874
"1645","BAN","2048","F",10617.8029431546
"1646","BLA","2048","F",17712.780946156
"1647","BLC","2048","F",3328.54715565433
"1648","CHI","2048","F",3259.45622109502
"1649","IND","2048","F",18935.3352723012
"1650","MIX","2048","F",27112.9247748492
"1651","OAS","2048","F",11078.3323296056
"1652","OBL","2048","F",2906.92099603931
"1653","OTH","2048","F",3126.18686669563
"1654","PAK","2048","F",34367.4477228827
"1655","WBI","2048","F",228419.367726819
"1656","WHO","2048","F",20436.3365452482
"1657","BAN","2049","F",10668.1586267249
"1658","BLA","2049","F",17661.9816579176
"1659","BLC","2049","F",3328.99465009331
"1660","CHI","2049","F",3198.95346102984
"1661","IND","2049","F",18996.1930837604
"1662","MIX","2049","F",27162.0234352797
"1663","OAS","2049","F",11124.9878607863
"1664","OBL","2049","F",2901.94874944572
"1665","OTH","2049","F",3091.17555527589
"1666","PAK","2049","F",34977.5667915818
"1667","WBI","2049","F",228048.081097021
"1668","WHO","2049","F",20349.8383719358
"1669","BAN","2050","F",10715.834964367
"1670","BLA","2050","F",17590.3472651553
"1671","BLC","2050","F",3328.29899367459
"1672","CHI","2050","F",3131.96777458783
"1673","IND","2050","F",19045.2186691459
"1674","MIX","2050","F",27203.6575663907
"1675","OAS","2050","F",11168.7209451746
"1676","OBL","2050","F",2897.14554786284
"1677","OTH","2050","F",3056.30255063957
"1678","PAK","2050","F",35589.295144987
"1679","WBI","2050","F",227663.273116913
"1680","WHO","2050","F",20254.8911466966
"1681","BAN","2051","F",10760.591954405
"1682","BLA","2051","F",17496.7350110586
"1683","BLC","2051","F",3326.24513387951
"1684","CHI","2051","F",3058.99335805042
"1685","IND","2051","F",19084.3229181091
"1686","MIX","2051","F",27236.8387471539
"1687","OAS","2051","F",11209.3762972448
"1688","OBL","2051","F",2892.04707538862
"1689","OTH","2051","F",3021.12650570724
"1690","PAK","2051","F",36202.5595804209
"1691","WBI","2051","F",227266.238850302
"1692","WHO","2051","F",20151.1196072185
"1693","BAN","2052","F",10803.5474498516
"1694","BLA","2052","F",17377.5156659223
"1695","BLC","2052","F",3322.42609961186
"1696","CHI","2052","F",2980.71676063887
"1697","IND","2052","F",19114.4318364104
"1698","MIX","2052","F",27259.7789983505
"1699","OAS","2052","F",11246.0035990619
"1700","OBL","2052","F",2885.98717953593
"1701","OTH","2052","F",2985.25240124539
"1702","PAK","2052","F",36818.8392937387
"1703","WBI","2052","F",226851.759596522
"1704","WHO","2052","F",20038.2070416953
"1705","BAN","2053","F",10845.2164719764
"1706","BLA","2053","F",17230.0105277292
"1707","BLC","2053","F",3316.54312514597
"1708","CHI","2053","F",2897.69695242859
"1709","IND","2053","F",19136.7424781126
"1710","MIX","2053","F",27271.8393552676
"1711","OAS","2053","F",11277.9798688074
"1712","OBL","2053","F",2878.67250963876
"1713","OTH","2053","F",2948.91351707813
"1714","PAK","2053","F",37439.9444658007
"1715","WBI","2053","F",226412.532187178
"1716","WHO","2053","F",19915.9391329577
"1717","BAN","2054","F",10885.7213055205
"1718","BLA","2054","F",17055.8109277062
"1719","BLC","2054","F",3308.36778511782
"1720","CHI","2054","F",2810.68291215613
"1721","IND","2054","F",19152.487440946
"1722","MIX","2054","F",27272.8841443612
"1723","OAS","2054","F",11305.1692263889
"1724","OBL","2054","F",2869.83557214451
"1725","OTH","2054","F",2912.14907613171
"1726","PAK","2054","F",38065.0539933533
"1727","WBI","2054","F",225954.654894367
"1728","WHO","2054","F",19784.2117176274
"1729","BAN","2055","F",10925.5098292852
"1730","BLA","2055","F",16855.7886332476
"1731","BLC","2055","F",3297.7253077792
"1732","CHI","2055","F",2720.4924746225
"1733","IND","2055","F",19162.9571491865
"1734","MIX","2055","F",27261.9481703246
"1735","OAS","2055","F",11327.2303952264
"1736","OBL","2055","F",2858.99843397051
"1737","OTH","2055","F",2874.45827926756
"1738","PAK","2055","F",38693.795487116
"1739","WBI","2055","F",225481.801917624
"1740","WHO","2055","F",19642.2797286397
"1741","BAN","2056","F",10964.6834097127
"1742","BLA","2056","F",16631.4936674285
"1743","BLC","2056","F",3284.52478997281
"1744","CHI","2056","F",2627.87106102208
"1745","IND","2056","F",19169.8995025702
"1746","MIX","2056","F",27238.5648762317
"1747","OAS","2056","F",11344.1001992374
"1748","OBL","2056","F",2845.93521527077
"1749","OTH","2056","F",2835.60324002669
"1750","PAK","2056","F",39328.3922630783
"1751","WBI","2056","F",224997.998121984
"1752","WHO","2056","F",19489.2824962745
"1753","BAN","2057","F",11003.9092135276
"1754","BLA","2057","F",16384.4861241825
"1755","BLC","2057","F",3269.034388346
"1756","CHI","2057","F",2533.95435573675
"1757","IND","2057","F",19174.9066704074
"1758","MIX","2057","F",27201.6951975646
"1759","OAS","2057","F",11355.0727705429
"1760","OBL","2057","F",2830.32105878134
"1761","OTH","2057","F",2795.13237714675
"1762","PAK","2057","F",39970.5308855095
"1763","WBI","2057","F",224506.773001223
"1764","WHO","2057","F",19323.9296312501
"1765","BAN","2058","F",11043.6656096588
"1766","BLA","2058","F",16115.6917175683
"1767","BLC","2058","F",3251.65325976196
"1768","CHI","2058","F",2439.88133371365
"1769","IND","2058","F",19179.0013659774
"1770","MIX","2058","F",27151.775534409
"1771","OAS","2058","F",11359.9979477699
"1772","OBL","2058","F",2812.05663274978
"1773","OTH","2058","F",2752.93225979998
"1774","PAK","2058","F",40619.3571463477
"1775","WBI","2058","F",224017.055459999
"1776","WHO","2058","F",19146.3703441206
"1777","BAN","2059","F",11083.7664152521
"1778","BLA","2059","F",15827.9451049049
"1779","BLC","2059","F",3232.23616868836
"1780","CHI","2059","F",2346.54566411927
"1781","IND","2059","F",19181.8150327618
"1782","MIX","2059","F",27089.5067770318
"1783","OAS","2059","F",11358.9585790207
"1784","OBL","2059","F",2791.25794195307
"1785","OTH","2059","F",2709.19281790114
"1786","PAK","2059","F",41274.8132032167
"1787","WBI","2059","F",223530.326997486
"1788","WHO","2059","F",18957.4774836113
"1789","BAN","2060","F",11123.7333983104
"1790","BLA","2060","F",15524.5603720125
"1791","BLC","2060","F",3210.81055504027
"1792","CHI","2060","F",2254.5247365145
"1793","IND","2060","F",19183.2300172644
"1794","MIX","2060","F",27014.7632937747
"1795","OAS","2060","F",11351.4715572826
"1796","OBL","2060","F",2767.99980704195
"1797","OTH","2060","F",2663.94677208744
"1798","PAK","2060","F",41937.2702448748
"1799","WBI","2060","F",223040.412381685
"1800","WHO","2060","F",18757.5977345781
